Case_ID,Customer_ID,Transaction_ID,Date_Raised,Payment_Method,Dispute_Type,Transaction_Amount,Merchant_Category,Transaction_Status,Customer_Claim,Evidence_Available,Risk_Level,Refund_Eligibility,Case_Status,SLA_Target_Days,Actual_Resolution_Days,SLA_Breached,Assigned_Team,Refund_Amount,Root_Cause,Customer_Sentiment
DSP-0112,CUST-8430,TXN-176517,2026-01-16,Card,Refund Delay,37.39,Retail,Success,My refund of £37.39 is still pending after several days.,Yes,Medium,Manual Review,In Review,7,13,Yes,Refund Team,0,Manual Follow-up Delay,Negative
DSP-0113,CUST-3142,TXN-897615,2026-04-05,Bank Transfer,Failed Payment,26.33,Bills & Utilities,Success,My payment of £26.33 failed but the money was debited.,Yes,Medium,Manual Review,Resolved,5,11,Yes,Payment Operations,0,Bank Reversal Delay,Negative
DSP-0114,CUST-6364,TXN-705748,2026-03-22,Card,Failed Payment,121.48,Food Delivery,Pending,The transaction failed and I still cannot see my money returned.,Yes,Medium,Manual Review,Resolved,5,3,No,Payment Operations,60.74,Gateway Timeout,Positive
DSP-0115,CUST-8710,TXN-399628,2026-05-18,Card,Failed Payment,19.58,Travel,Failed,The transaction failed and I still cannot see my money returned.,Yes,Medium,Eligible,Resolved,5,9,Yes,Payment Operations,19.58,Bank Reversal Delay,Negative
DSP-0116,CUST-2204,TXN-505116,2026-05-10,Bank Transfer,Merchant Not Credited,142.46,Subscription,Success,I paid successfully but the merchant has no confirmation.,No,Medium,Manual Review,Resolved,7,12,Yes,Merchant Support,0,Incorrect Merchant Reference,Negative
DSP-0117,CUST-3363,TXN-308727,2026-05-11,Card,Failed Payment,101.71,Retail,Failed,The transaction failed and I still cannot see my money returned.,Yes,Medium,Eligible,Resolved,5,8,Yes,Payment Operations,101.71,Bank Reversal Delay,Negative
DSP-0118,CUST-6511,TXN-631958,2026-05-11,Bank Transfer,Wrong Amount Debited,8.29,Travel,Success,I authorised a lower amount but a higher amount was taken.,Yes,Medium,Manual Review,Resolved,5,4,No,Payment Operations,0,Customer Input Error,Neutral
DSP-0119,CUST-5350,TXN-787436,2026-05-29,Bank Transfer,Wrong Amount Debited,46.84,E-commerce,Failed,The wrong amount was debited from my account. Please investigate.,No,Medium,Manual Review,Resolved,5,11,Yes,Payment Operations,0,Customer Input Error,Negative
DSP-0120,CUST-4125,TXN-119857,2026-04-23,Card,Failed Payment,64.79,Transport,Failed,My payment of £64.79 failed but the money was debited.,Yes,Medium,Eligible,Resolved,5,9,Yes,Payment Operations,64.79,System Mapping Error,Negative
DSP-0121,CUST-9498,TXN-317413,2026-05-24,Card,Merchant Not Credited,42.7,Retail,Success,I paid successfully but the merchant has no confirmation.,Yes,Medium,Manual Review,Resolved,7,4,No,Merchant Support,0,Gateway Timeout,Positive
DSP-0122,CUST-4150,TXN-358494,2026-03-13,Bank Transfer,Duplicate Debit,107.96,Travel,Failed,There are two debits for one order. Please refund the duplicate amount.,Yes,Low,Eligible,Resolved,5,7,Yes,Refund Team,107.96,Duplicate Processing,Negative
DSP-0123,CUST-6714,TXN-687713,2026-03-12,Card,Merchant Not Credited,74.01,Bills & Utilities,Pending,I paid successfully but the merchant has no confirmation.,No,Medium,Manual Review,Resolved,7,10,Yes,Merchant Support,55.51,Merchant Settlement Delay,Negative
DSP-0124,CUST-8849,TXN-324381,2026-02-21,Wallet,Duplicate Debit,45.79,Food Delivery,Failed,I was charged twice for the same payment of £45.79.,Yes,Low,Eligible,Resolved,5,5,No,Refund Team,45.79,Duplicate Processing,Neutral
DSP-0125,CUST-1860,TXN-205065,2026-04-16,Card,Refund Delay,54.94,Subscription,Pending,My refund of £54.94 is still pending after several days.,Yes,Medium,Manual Review,Resolved,7,11,Yes,Refund Team,41.2,Manual Follow-up Delay,Negative
DSP-0126,CUST-5676,TXN-777273,2026-01-16,Open Banking,Failed Payment,51.04,E-commerce,Pending,The transaction failed and I still cannot see my money returned.,Yes,Medium,Manual Review,Resolved,5,3,No,Payment Operations,0,Gateway Timeout,Neutral
DSP-0127,CUST-9116,TXN-295361,2026-03-16,Open Banking,Failed Payment,45.2,Travel,Success,My payment of £45.20 failed but the money was debited.,No,Medium,Manual Review,Resolved,5,2,No,Payment Operations,33.9,System Mapping Error,Neutral
DSP-0128,CUST-6417,TXN-270387,2026-04-28,Wallet,Wrong Amount Debited,13.89,Travel,Failed,I authorised a lower amount but a higher amount was taken.,No,Medium,Manual Review,Resolved,5,8,Yes,Payment Operations,0,System Mapping Error,Negative
DSP-0129,CUST-8007,TXN-640310,2026-03-25,Card,Merchant Not Credited,23.69,Travel,Pending,The money left my account but the merchant says they did not receive it.,Yes,Medium,Manual Review,In Review,7,8,Yes,Merchant Support,0,Incorrect Merchant Reference,Negative
DSP-0130,CUST-5285,TXN-785436,2026-04-03,Wallet,Failed Payment,18.12,Bills & Utilities,Failed,The transaction failed and I still cannot see my money returned.,No,Medium,Manual Review,Resolved,5,14,Yes,Payment Operations,0,System Mapping Error,Negative
DSP-0131,CUST-7021,TXN-744481,2026-02-26,Card,Failed Payment,52.67,Subscription,Pending,My payment of £52.67 failed but the money was debited.,No,Medium,Manual Review,Resolved,5,11,Yes,Payment Operations,0,System Mapping Error,Negative
DSP-0132,CUST-9609,TXN-568449,2026-05-16,Wallet,Failed Payment,44.69,Subscription,Pending,My payment of £44.69 failed but the money was debited.,Yes,Medium,Manual Review,Resolved,5,1,No,Payment Operations,44.69,System Mapping Error,Positive
DSP-0133,CUST-4365,TXN-851742,2026-05-30,Bank Transfer,APP Scam Claim,37.18,Retail,Failed,I was tricked into sending money and need urgent help.,Yes,High,Manual Review,Resolved,10,6,No,Fraud Review,27.88,Fraud Indicator,Negative
DSP-0134,CUST-4570,TXN-706403,2026-01-19,Card,Refund Delay,22.76,Transport,Failed,My refund of £22.76 is still pending after several days.,No,Medium,Manual Review,Resolved,7,7,No,Refund Team,0,Merchant Settlement Delay,Positive
DSP-0135,CUST-7154,TXN-184148,2026-05-19,Card,APP Scam Claim,33.83,Retail,Pending,I was tricked into sending money and need urgent help.,No,High,Manual Review,Resolved,10,9,No,Fraud Review,16.91,Customer Evidence Missing,Negative
DSP-0136,CUST-8546,TXN-462974,2026-02-09,Card,Chargeback Request,58.55,Transport,Failed,"The merchant refused refund, so I need a chargeback review.",Yes,Medium,Manual Review,Resolved,10,7,No,Payment Operations,58.55,Merchant Settlement Delay,Neutral
DSP-0137,CUST-1797,TXN-356622,2026-01-12,Card,Duplicate Debit,10.98,Travel,Success,There are two debits for one order. Please refund the duplicate amount.,No,Medium,Manual Review,Resolved,5,5,No,Refund Team,0,Duplicate Processing,Neutral
DSP-0138,CUST-3347,TXN-792282,2026-05-14,Card,Duplicate Debit,55.74,Bills & Utilities,Success,There are two debits for one order. Please refund the duplicate amount.,Yes,Low,Eligible,Resolved,5,1,No,Refund Team,55.74,Duplicate Processing,Positive
DSP-0139,CUST-7821,TXN-528090,2026-02-08,Card,Failed Payment,43.5,Retail,Success,My payment of £43.50 failed but the money was debited.,No,Medium,Manual Review,Awaiting Evidence,5,9,Yes,Payment Operations,0,Bank Reversal Delay,Negative
DSP-0140,CUST-7363,TXN-354655,2026-03-07,Card,Merchant Not Credited,21.82,E-commerce,Failed,I paid successfully but the merchant has no confirmation.,Yes,Medium,Manual Review,Resolved,7,6,No,Merchant Support,0,Merchant Settlement Delay,Neutral
DSP-0141,CUST-4422,TXN-449138,2026-03-19,Open Banking,Failed Payment,38.84,Subscription,Failed,The transaction failed and I still cannot see my money returned.,Yes,Medium,Eligible,Resolved,5,1,No,Payment Operations,38.84,Gateway Timeout,Positive
DSP-0142,CUST-5285,TXN-477114,2026-05-12,Open Banking,Refund Delay,198.49,Transport,Pending,The merchant said the refund was processed but I have not received it.,No,Medium,Manual Review,Resolved,7,7,No,Refund Team,99.25,Merchant Settlement Delay,Neutral
DSP-0143,CUST-5272,TXN-680189,2026-05-30,Bank Transfer,Refund Delay,18.99,Bills & Utilities,Failed,My refund of £18.99 is still pending after several days.,Yes,Medium,Manual Review,Resolved,7,3,No,Refund Team,0,Manual Follow-up Delay,Positive
DSP-0144,CUST-3756,TXN-868367,2026-04-01,Card,Wrong Amount Debited,32.95,Subscription,Pending,The wrong amount was debited from my account. Please investigate.,No,Medium,Manual Review,Open,5,5,No,Payment Operations,0,System Mapping Error,Neutral
DSP-0145,CUST-7756,TXN-244170,2026-03-01,Card,Failed Payment,19.03,Food Delivery,Failed,The transaction failed and I still cannot see my money returned.,Yes,Medium,Eligible,Resolved,5,9,Yes,Payment Operations,19.03,System Mapping Error,Negative
DSP-0146,CUST-1194,TXN-117538,2026-05-16,Wallet,Merchant Not Credited,21.65,E-commerce,Failed,The money left my account but the merchant says they did not receive it.,No,Medium,Manual Review,Resolved,7,8,Yes,Merchant Support,10.82,Merchant Settlement Delay,Negative
DSP-0147,CUST-4144,TXN-749887,2026-05-15,Card,Refund Delay,64.52,Bills & Utilities,Success,The merchant said the refund was processed but I have not received it.,No,Medium,Manual Review,Awaiting Evidence,7,6,No,Refund Team,0,Manual Follow-up Delay,Neutral
DSP-0148,CUST-7640,TXN-497687,2026-04-07,Bank Transfer,Failed Payment,40.43,Transport,Success,My payment of £40.43 failed but the money was debited.,No,Medium,Manual Review,Open,5,13,Yes,Payment Operations,0,Gateway Timeout,Negative
DSP-0149,CUST-4463,TXN-825916,2026-05-26,Bank Transfer,Failed Payment,153.55,Food Delivery,Success,The transaction failed and I still cannot see my money returned.,No,Medium,Manual Review,Resolved,5,12,Yes,Payment Operations,0,Gateway Timeout,Negative
DSP-0150,CUST-2260,TXN-413814,2026-02-11,Bank Transfer,Merchant Not Credited,195.93,Subscription,Success,The money left my account but the merchant says they did not receive it.,No,Medium,Manual Review,Awaiting Evidence,7,10,Yes,Merchant Support,0,Merchant Settlement Delay,Negative
DSP-0151,CUST-9204,TXN-881667,2026-03-30,Card,Refund Delay,85.54,Transport,Failed,The merchant said the refund was processed but I have not received it.,Yes,Medium,Manual Review,In Review,7,8,Yes,Refund Team,0,Merchant Settlement Delay,Negative
DSP-0152,CUST-6829,TXN-679902,2026-04-07,Bank Transfer,Wrong Amount Debited,52.26,Subscription,Success,The wrong amount was debited from my account. Please investigate.,Yes,Medium,Manual Review,Resolved,5,6,Yes,Payment Operations,52.26,System Mapping Error,Negative
DSP-0153,CUST-7383,TXN-432061,2026-04-03,Card,Failed Payment,26.13,Travel,Success,The transaction failed and I still cannot see my money returned.,Yes,Medium,Manual Review,Resolved,5,2,No,Payment Operations,19.6,Bank Reversal Delay,Neutral
DSP-0154,CUST-7311,TXN-112940,2026-03-16,Card,Unauthorised Transaction,85.15,Retail,Failed,This payment was made without my permission.,Yes,High,Manual Review,Resolved,10,12,Yes,Fraud Review,63.86,Customer Evidence Missing,Negative
DSP-0155,CUST-3390,TXN-166340,2026-02-12,Bank Transfer,Refund Delay,39.45,Travel,Pending,My refund of £39.45 is still pending after several days.,No,Medium,Manual Review,Resolved,7,7,No,Refund Team,29.59,Merchant Settlement Delay,Positive
DSP-0156,CUST-6399,TXN-561607,2026-03-27,Bank Transfer,Unauthorised Transaction,69.62,Travel,Success,This payment was made without my permission.,No,High,Manual Review,Resolved,10,12,Yes,Fraud Review,52.22,Fraud Indicator,Negative
DSP-0157,CUST-5775,TXN-870571,2026-05-06,Open Banking,Unauthorised Transaction,28.42,Transport,Success,I do not recognise this transaction and did not authorise it.,Yes,High,Manual Review,Resolved,10,14,Yes,Fraud Review,28.42,Manual Follow-up Delay,Negative
DSP-0158,CUST-8183,TXN-936433,2026-03-16,Wallet,Failed Payment,54.22,Travel,Success,The transaction failed and I still cannot see my money returned.,Yes,Medium,Manual Review,Resolved,5,15,Yes,Payment Operations,40.66,System Mapping Error,Negative
DSP-0159,CUST-7566,TXN-660324,2026-05-10,Open Banking,APP Scam Claim,35.74,Travel,Failed,I believe I have been scammed through a bank transfer.,No,High,Manual Review,Resolved,10,13,Yes,Fraud Review,17.87,Manual Follow-up Delay,Negative
DSP-0160,CUST-6432,TXN-934908,2026-04-21,Card,Failed Payment,8.16,Subscription,Failed,My payment of £8.16 failed but the money was debited.,Yes,Medium,Eligible,Resolved,5,5,No,Payment Operations,8.16,Bank Reversal Delay,Positive
DSP-0161,CUST-6651,TXN-125755,2026-05-04,Card,Refund Delay,24.44,Retail,Failed,The merchant said the refund was processed but I have not received it.,Yes,Medium,Manual Review,Resolved,7,1,No,Refund Team,24.44,Bank Reversal Delay,Neutral
DSP-0162,CUST-6620,TXN-779445,2026-01-28,Wallet,Failed Payment,22.98,Subscription,Success,The transaction failed and I still cannot see my money returned.,Yes,Medium,Manual Review,Resolved,5,7,Yes,Payment Operations,22.98,Bank Reversal Delay,Negative
DSP-0163,CUST-7481,TXN-130610,2026-02-20,Bank Transfer,Refund Delay,13.58,Transport,Success,My refund of £13.58 is still pending after several days.,Yes,Medium,Manual Review,Resolved,7,7,No,Refund Team,10.19,Manual Follow-up Delay,Positive
DSP-0164,CUST-7431,TXN-715519,2026-01-30,Card,Unauthorised Transaction,101.37,E-commerce,Pending,I do not recognise this transaction and did not authorise it.,No,High,Manual Review,Resolved,10,16,Yes,Fraud Review,50.69,Manual Follow-up Delay,Negative
DSP-0165,CUST-6003,TXN-222629,2026-02-16,Card,Failed Payment,27.03,Subscription,Success,The transaction failed and I still cannot see my money returned.,Yes,Medium,Manual Review,Open,5,1,No,Payment Operations,0,System Mapping Error,Neutral
DSP-0166,CUST-5732,TXN-247111,2026-02-17,Card,Refund Delay,14.65,Food Delivery,Failed,My refund of £14.65 is still pending after several days.,No,Medium,Manual Review,Awaiting Evidence,7,4,No,Refund Team,0,Merchant Settlement Delay,Positive
DSP-0167,CUST-9056,TXN-535820,2026-04-24,Bank Transfer,Failed Payment,26.63,Subscription,Success,The transaction failed and I still cannot see my money returned.,No,Medium,Manual Review,Resolved,5,8,Yes,Payment Operations,13.31,System Mapping Error,Negative
DSP-0168,CUST-9898,TXN-963274,2026-04-04,Bank Transfer,Unauthorised Transaction,79.73,Retail,Pending,This payment was made without my permission.,Yes,High,Manual Review,Resolved,10,5,No,Fraud Review,39.87,Manual Follow-up Delay,Negative
DSP-0169,CUST-5305,TXN-465509,2026-01-23,Bank Transfer,Chargeback Request,68.49,Transport,Failed,The service was not provided and I want to raise a chargeback.,Yes,Medium,Manual Review,Resolved,10,3,No,Payment Operations,0,Manual Follow-up Delay,Neutral
DSP-0170,CUST-6747,TXN-658136,2026-03-13,Bank Transfer,Failed Payment,108.57,Subscription,Success,The transaction failed and I still cannot see my money returned.,No,Medium,Manual Review,Open,5,6,Yes,Payment Operations,0,System Mapping Error,Negative
DSP-0171,CUST-1971,TXN-390794,2026-02-02,Wallet,Failed Payment,18.9,Retail,Failed,The transaction failed and I still cannot see my money returned.,Yes,Medium,Eligible,Resolved,5,8,Yes,Payment Operations,18.9,Bank Reversal Delay,Negative
DSP-0172,CUST-8405,TXN-179184,2026-01-24,Card,Wrong Amount Debited,409.21,Bills & Utilities,Pending,The wrong amount was debited from my account. Please investigate.,No,Medium,Manual Review,Awaiting Evidence,5,9,Yes,Payment Operations,0,System Mapping Error,Negative
DSP-0173,CUST-8511,TXN-765678,2026-04-02,Open Banking,Unauthorised Transaction,103.28,Travel,Pending,I do not recognise this transaction and did not authorise it.,No,High,Manual Review,Awaiting Evidence,10,15,Yes,Fraud Review,0,Manual Follow-up Delay,Negative
DSP-0174,CUST-1752,TXN-204411,2026-04-28,Card,Chargeback Request,16.16,Bills & Utilities,Success,The service was not provided and I want to raise a chargeback.,Yes,Medium,Manual Review,In Review,10,10,No,Payment Operations,0,Merchant Settlement Delay,Negative
DSP-0175,CUST-5489,TXN-197874,2026-04-03,Card,Refund Delay,81.91,Bills & Utilities,Failed,The merchant said the refund was processed but I have not received it.,No,Medium,Manual Review,Resolved,7,7,No,Refund Team,40.95,Bank Reversal Delay,Neutral
DSP-0176,CUST-9510,TXN-813013,2026-04-24,Card,Wrong Amount Debited,35.5,Food Delivery,Success,The wrong amount was debited from my account. Please investigate.,Yes,Medium,Manual Review,Resolved,5,6,Yes,Payment Operations,26.62,System Mapping Error,Negative
DSP-0177,CUST-7270,TXN-911032,2026-02-04,Wallet,Wrong Amount Debited,9.57,Subscription,Failed,The wrong amount was debited from my account. Please investigate.,Yes,Medium,Manual Review,Resolved,5,4,No,Payment Operations,0,System Mapping Error,Neutral
DSP-0178,CUST-2646,TXN-246814,2026-02-01,Bank Transfer,Refund Delay,108.36,Retail,Success,The merchant said the refund was processed but I have not received it.,Yes,Medium,Manual Review,Resolved,7,4,No,Refund Team,0,Bank Reversal Delay,Positive
DSP-0179,CUST-5942,TXN-315425,2026-05-13,Bank Transfer,Failed Payment,25.89,Transport,Pending,The transaction failed and I still cannot see my money returned.,No,Medium,Manual Review,Resolved,5,7,Yes,Payment Operations,12.95,Bank Reversal Delay,Negative
DSP-0180,CUST-6185,TXN-238394,2026-04-10,Open Banking,Merchant Not Credited,21.78,Transport,Success,The money left my account but the merchant says they did not receive it.,No,Medium,Manual Review,Resolved,7,12,Yes,Merchant Support,16.34,Merchant Settlement Delay,Negative
DSP-0181,CUST-1652,TXN-163406,2026-04-12,Bank Transfer,Merchant Not Credited,40.55,E-commerce,Success,I paid successfully but the merchant has no confirmation.,Yes,Medium,Manual Review,Resolved,7,6,No,Merchant Support,20.27,Gateway Timeout,Neutral
DSP-0182,CUST-7401,TXN-714923,2026-01-17,Card,Refund Delay,96.39,Retail,Success,The merchant said the refund was processed but I have not received it.,Yes,Medium,Manual Review,Resolved,7,4,No,Refund Team,96.39,Merchant Settlement Delay,Neutral
DSP-0183,CUST-1207,TXN-842287,2026-02-05,Wallet,Failed Payment,161.56,Transport,Pending,My payment of £161.56 failed but the money was debited.,Yes,Medium,Manual Review,Resolved,5,9,Yes,Payment Operations,0,Bank Reversal Delay,Negative
